종목코드,회사명,유동자산,유동부채,투자자산,비유동부채,영업이익,기업가치,시가총액,안전마진율
054050,농업회사법인농우바이오,149717000000,33289000000,2310000000,2494000000,5187000000,175945290000,177100000000,-0.6520101637492942
126560,현대에이치씨엔,397544000000,47213000000,19225000000,5515000000,46737000000,944531330000,458800000000,105.86994986922407
105550,트루윈,0,0,0,0,0,0,54400000000,-100.0
039420,케이엘넷,13472000000,5087000000,1473000000,2241000000,4092000000,62101370000,68500000000,-9.341065693430657
001740,SK네트웍스,3253164000000,3739741000000,1717431000000,92412000000,137866000000,-1362503090000,1219800000000,-211.69889244138383
196450,디오스텍,15385000000,17315000000,983000000,16630000000,-6120000000,-72700350000,86600000000,-183.94959584295611
130660,한전산업개발,88870000000,45029000000,28077000000,4882000000,14165000000,195982090000,113300000000,72.97624889673433
039440,에스티아이,203598000000,99587000000,2559000000,314000000,22057000000,366243870000,204200000000,79.35547012732616
002100,경농,169982000000,128301000000,27505000000,3196000000,14770000000,176605710000,344900000000,-48.79509712960278
071850,캐스텍코리아,126052000000,131209000000,33290000000,517000000,4952000000,-10119010000,54900000000,-118.43171220400728
004870,티웨이홀딩스,341040000000,177030000000,35603000000,17000000,43277000000,652669400000,156500000000,317.0411501597444
049550,잉크테크,35677000000,42030000000,28084000000,226000000,-939000000,-58888400000,57500000000,-202.41460869565216
030790,동양네트웍스,100059000000,97598000000,4622000000,80169000000,-19811000000,-213781720000,193300000000,-210.59581996896014
187790,나노,51118000000,42133000000,6663000000,4599000000,2193000000,23869330000,55200000000,-56.75846014492754
007590,동방아그로,126226000000,27622000000,25115000000,122000000,6830000000,156439620000,97000000000,61.2779587628866
192250,케이사인,49038000000,18355000000,0,3613000000,1400000000,47593050000,105700000000,-54.973462630085145
081660,휠라코리아,1337878000000,672316000000,1125530000000,63203000000,357102000000,4157719960000,4932000000000,-15.699108678021087
060590,씨티씨바이오,78603000000,65719000000,39002000000,16597000000,-5856000000,-106464310000,146800000000,-172.5233719346049
004430,송원산업,391646000000,376656000000,84690000000,15612000000,54277000000,558565860000,475200000000,17.543320707070706
049070,인탑스,330885000000,155695000000,17497000000,25043000000,34192000000,592338050000,303600000000,95.10475955204217
138080,오이솔루션,57027000000,25369000000,5736000000,4686000000,234000000,26363190000,488400000000,-94.60213144963146
058850,케이티씨에스,295480000000,178635000000,9926000000,0,12463000000,220872750000,96000000000,130.07578125
002780,진흥기업,0,0,0,0,0,0,334600000000,-100.0
108790,인터파크,396727000000,405010000000,2517000000,14138000000,4419000000,-55342200000,198300000000,-127.90832072617246
057050,현대홈쇼핑,1012880000000,763272000000,99924000000,893754000000,112319000000,2315931820000,1129200000000,105.09491852639037
004090,한국석유공업,152510000000,108789000000,50793000000,3998000000,8279000000,75487890000,73700000000,2.425902306648575
053300,한국정보인증,69694000000,20612000000,55000000,14718000000,9012000000,177627120000,115800000000,53.39129533678757
053660,현진소재,75242000000,147316000000,10601000000,15624000000,-18284000000,-352949840000,59400000000,-694.1916498316498
002150,도화엔지니어링,156081000000,123278000000,3904000000,42962000000,17291000000,266080680000,319300000000,-16.667497651111805
000430,대원강업,352164000000,379594000000,135454000000,40593000000,42231000000,329299040000,271600000000,21.244123711340208
154040,솔루에타,115677000000,123799000000,16925000000,11579000000,5531000000,24192590000,49400000000,-51.027145748987856
053270,구영테크,60744000000,75014000000,58731000000,2449000000,5379000000,-20765360000,42200000000,-149.20701421800948
128820,대성산업,182921000000,334245000000,307159000000,99708000000,6104000000,-374522850000,220300000000,-270.0058329550613
001080,만호제강,161336000000,18250000000,3682000000,3682000000,1991000000,164273800000,80300000000,104.57509339975093
034950,한국기업평가,103236000000,23021000000,5095000000,9310000000,25377000000,415268010000,280600000000,47.99287598004277
090850,이지웰페어,46763000000,53388000000,1220000000,6402000000,7001000000,76187780000,94100000000,-19.035302869287992
122900,아이마켓코리아,865095000000,604136000000,32613000000,29957000000,36201000000,564576860000,384600000000,46.79585543421737
004700,조광피혁,0,0,0,0,0,0,237700000000,-100.0
184230,에스지에이솔루션즈,40167000000,26559000000,12696000000,11745000000,-9250000000,-118070110000,47300000000,-349.6196828752643
128940,한미약품,564093000000,434973000000,466980000000,53283000000,83574000000,700815030000,4679700000000,-85.02435989486506
060380,동양에스텍,76589000000,68890000000,13136000000,14088000000,1742000000,11841500000,30900000000,-61.67799352750809
004360,세방,185244000000,110274000000,62864000000,457196000000,11420000000,589208540000,263600000000,123.5237253414264
049080,기가레인,97225000000,80324000000,30230000000,3779000000,-3281000000,-76481260000,121600000000,-162.8957730263158
105840,우진,61506000000,38030000000,41972000000,33502000000,-1087000000,-10479800000,109200000000,-109.59688644688646
046310,백금티앤에이,51032000000,25880000000,6614000000,920000000,6538000000,98908200000,41700000000,137.18992805755397
008970,동양철관,80845000000,79400000000,5174000000,1852000000,-3991000000,-77983300000,144400000000,-154.00505540166205
150840,인트로메딕,14380000000,15688000000,753000000,13006000000,-3241000000,-36709820000,141300000000,-125.98005661712668
058530,슈펙스비앤피,49115000000,54635000000,62686000000,27117000000,-14325000000,-247455650000,54700000000,-552.3869287020109
033920,무학,76096000000,100529000000,12000000000,295695000000,-10040000000,96576590000,302100000000,-68.03158225753062
085810,알티캐스트,129070000000,67214000000,6371000000,4026000000,4098000000,94522340000,46300000000,104.1519222462203
170030,현대공업,98104000000,36508000000,3687000000,1720000000,-577000000,41367580000,47900000000,-13.637620041753653
002880,대유에이텍,382196000000,551246000000,167998000000,63980000000,6690000000,-343952340000,119200000000,-388.55062080536914
049720,고려신용정보,0,0,0,0,0,0,63600000000,-100.0
102460,이연제약,224422000000,42506000000,35269000000,15289000000,2460000000,182327260000,280900000000,-35.09175507297971
067570,엔브이에이치코리아,313017000000,364177000000,181039000000,9969000000,3022000000,-287648730000,84700000000,-439.6088902007084
046890,서울반도체,601575000000,412713000000,155796000000,5551000000,94888000000,1180940630000,1020300000000,15.744450651769087
123690,한국화장품,61934000000,37496000000,4747000000,3124000000,-7485000000,-87609340000,165500000000,-152.93615709969788
001260,남광토건,99013000000,93814000000,5980000000,18461000000,11142000000,138662540000,109600000000,26.516916058394163
013990,아가방앤컴퍼니,80832000000,15743000000,24451000000,2059000000,-14441000000,-153933770000,107700000000,-242.92829155060352
134580,디엠티,38469000000,9703000000,30000000,0,1543000000,46444030000,31700000000,46.5111356466877
005680,삼영전자공업,325970000000,25385000000,2165000000,26718000000,13097000000,491966450000,233000000000,111.1443991416309
123700,에스제이엠,131492000000,27669000000,5969000000,229000000,742000000,99927590000,53100000000,88.18755178907722
058450,일야,0,0,0,0,0,0,23500000000,-100.0
182360,큐브엔터테인먼트,18630000000,11227000000,877000000,300000000,1931000000,29252470000,106300000000,-72.48121354656632
005800,신영와코루,148019000000,16645000000,10765000000,48431000000,753000000,174227850000,108000000000,61.32208333333333
060980,한라홀딩스,368497000000,290339000000,568562000000,906820000000,57512000000,1097127290000,419400000000,161.594489747258
059090,미코,158248000000,69066000000,114607000000,9930000000,45363000000,567803760000,199200000000,185.0420481927711
002630,오리엔트바이오,95865000000,90479000000,19628000000,1087000000,-6563000000,-126681810000,124100000000,-202.0804270749396
171010,램테크놀러지,11776000000,23282000000,5935000000,636000000,2127000000,4732320000,45400000000,-89.57638766519824
050320,에이앤티앤,2861000000,3214000000,273000000,3817000000,-3263000000,-41138960000,73000000000,-156.3547397260274
001550,조비,0,0,0,0,0,0,126700000000,-100.0
031440,신세계푸드,214537000000,186667000000,121387000000,1827000000,27364000000,218117770000,352400000000,-38.10505959137344
161570,더 미동,27646000000,1836000000,0,5648000000,-3389000000,-14148140000,44800000000,-131.58066964285715
054930,유신,0,0,0,0,0,0,61700000000,-100.0
005430,한국공항,201498000000,47765000000,57532000000,17953000000,24692000000,428705750000,150200000000,185.42326897470042
138360,에이씨티,48089000000,17322000000,6750000000,18895000000,-2892000000,-574980000,122200000000,-100.47052373158756
035200,프럼파스트,29873000000,4253000000,307000000,1242000000,2484000000,58358830000,31800000000,83.51833333333335
004910,조광페인트,103234000000,93599000000,36001000000,42509000000,121000000,-9391410000,81200000000,-111.56577586206897
120110,코오롱인더스트리,1955216000000,2324355000000,1039971000000,660332000000,144916000000,504541850000,1125000000000,-55.15183555555555
076610,해성옵틱스,64948000000,133814000000,14876000000,2903000000,-6170000000,-201706060000,82100000000,-345.6833861144945
054040,한국컴퓨터,71936000000,21527000000,27298000000,0,-5305000000,-53688330000,38100000000,-240.91425196850395
004690,삼천리,1174762000000,758477000000,1572614000000,77957000000,82341000000,-203195030000,371400000000,-154.71056273559503
119650,케이씨코트렐,142006000000,119098000000,22645000000,7598000000,3741000000,23077880000,89800000000,-74.30080178173719
168330,내츄럴엔도텍,24240000000,23579000000,1100000000,3000000,-13587000000,-187981010000,139300000000,-234.94688442211054
060300,레드로버,59215000000,6802000000,5722000000,17816000000,-24026000000,-257011380000,56200000000,-557.3156227758008
071320,한국지역난방공사,641990000000,959069000000,3138777000000,24281000000,14521000000,-3516575710000,605600000000,-680.6763061426684
150900,파수닷컴,26029000000,11142000000,13383000000,709000000,1533000000,19370720000,49000000000,-60.46791836734694
042500,링네트,82222000000,40321000000,0,6701000000,4070000000,91039910000,67400000000,35.07405044510386
001570,금양,129421000000,114567000000,10753000000,5326000000,13526000000,156098370000,96700000000,61.425408479834545
115390,락앤락,377688000000,61574000000,17233000000,4632000000,36528000000,771478940000,858900000000,-10.178258237280243
170920,엘티씨,65619000000,49427000000,26208000000,4152000000,3315000000,23891670000,78200000000,-69.44799232736572
058420,제이웨이,0,0,0,0,0,0,26800000000,-100.0
003960,사조대림,269242000000,320150000000,84420000000,71684000000,36257000000,325730600000,116200000000,180.31893287435457
012160,영흥철강,105019000000,89955000000,36615000000,2820000000,-1709000000,-67547650000,120600000000,-156.0096600331675
119850,지엔씨에너지,76113000000,41829000000,2510000000,6056000000,6522000000,112442190000,68400000000,64.38916666666667
040350,큐로컴,9312000000,28369000000,4981000000,61149000000,-10517000000,-110992110000,127800000000,-186.84828638497652
002070,남영비비안,85513000000,27372000000,7322000000,1008000000,-3919000000,-8233580000,44600000000,-118.46094170403587
118000,우리들휴브레인,54272000000,42505000000,424000000,1917000000,-6628000000,-87218850000,55600000000,-256.8684352517986
092040,아미코젠,75293000000,53360000000,17565000000,54277000000,2225000000,72763100000,554600000000,-86.88007573025604
054300,팬스타엔터프라이즈,0,0,0,0,0,0,47900000000,-100.0
003570,S&T중공업,413712000000,118005000000,120162000000,10174000000,16104000000,365680750000,238100000000,53.582843343133135
114090,그랜드코리아레저,455583000000,168570000000,35103000000,150828000000,105058000000,1751124100000,1258800000000,39.1105894502701
130500,GH신소재,24534000000,34388000000,5525000000,20005000000,671000000,3577780000,36900000000,-90.30411924119241
054340,피앤텔,4010000000,24663000000,403000000,3004000000,-5892000000,-103567870000,20600000000,-602.7566504854369
004960,한신공영,1182534000000,935028000000,397361000000,84750000000,214467000000,2516147980000,208300000000,1107.9443014882381
170790,파이오링크,0,0,0,0,0,0,45900000000,-100.0
034730,SK,37128397000000,30007832000000,38561287000000,21754619000000,4688117000000,43963581820000,16816100000000,161.4374428077854
047080,한빛소프트,24713000000,24463000000,7084000000,5579000000,717000000,1186830000,71500000000,-98.3400979020979
004370,농심,1053753000000,522231000000,112305000000,59885000000,88560000000,1505503010000,1505500000000,0.00019993357688475588
151860,케이지이티에스,45916000000,57486000000,18408000000,59238000000,13643000000,194040960000,128900000000,50.53604344453064
032560,황금에스티,172083000000,123670000000,14183000000,27529000000,24010000000,345227700000,110900000000,211.29639314697926
060250,엔에이치엔한국사이버결제,201543000000,145915000000,17887000000,6528000000,21772000000,291521250000,299800000000,-2.761424282855237
003720,삼영화학공업,44713000000,48186000000,10696000000,122000000,-6275000000,-111478440000,33400000000,-433.7677844311377
089600,나스미디어,229308000000,145808000000,15356000000,10207000000,24946000000,367848480000,375100000000,-1.9332231404958675
000080,하이트진로,1064967000000,1668456000000,597309000000,8842000000,90442000000,-472929640000,1437700000000,-132.89487653891632
053260,금강철강,92558000000,22366000000,1987000000,22058000000,1498000000,103700260000,69500000000,49.209007194244606
004980,성신양회,282067000000,496989000000,177524000000,21498000000,29790000000,-118867810000,217900000000,-154.55154199173933
060240,룽투코리아,47686000000,5745000000,4722000000,16527000000,3676000000,100970750000,116000000000,-12.956249999999999
004970,신라교역,285065000000,58746000000,12492000000,13356000000,7432000000,308992260000,220800000000,39.942146739130436
047400,유니온머티리얼,66705000000,49520000000,16205000000,2000000,482000000,-6968200000,131000000000,-105.31923664122138
056730,포스링크,37933000000,37870000000,7393000000,15886000000,-5211000000,-71732600000,67400000000,-206.42818991097923
002870,신풍제지,83864000000,107828000000,7227000000,32421000000,12159000000,131674580000,44900000000,193.26187082405346
093240,형지엘리트,116243000000,72695000000,6910000000,2299000000,-1215000000,1695950000,54700000000,-96.89954296160877
950130,엑세스바이오인코퍼레이션,40497000000,23190000000,28236000000,6387000000,-4382000000,-69547700000,102700000000,-167.71927945472248
001630,종근당홀딩스,288741000000,143289000000,57368000000,224380000000,53716000000,985332990000,558600000000,76.3933029001074
057500,SKC솔믹스,54830000000,57281000000,50628000000,806000000,27495000000,296799010000,200200000000,48.251253746253745
141080,레고켐바이오사이언스,93379000000,9946000000,6446000000,5185000000,-15978000000,-133219740000,574500000000,-123.18881462140992
111770,영원무역,1337082000000,469434000000,506387000000,377042000000,201038000000,3275972540000,1776900000000,84.36448533963645
005740,크라운해태홀딩스,280983000000,445805000000,347006000000,27029000000,41545000000,-61533950000,157400000000,-139.0939961880559
041930,동아화성,112954000000,101236000000,4910000000,2743000000,13195000000,155686060000,89700000000,73.56305462653289
158310,인터불스,14684000000,23975000000,190000000,17736000000,-5385000000,-70318250000,30400000000,-331.3100328947368
054220,비츠로시스,0,0,0,0,0,0,25400000000,-100.0
002390,한독,283790000000,257470000000,81771000000,48949000000,22081000000,212509000000,381900000000,-44.354804922754646
053690,한미글로벌건축사사무소,153925000000,100012000000,6363000000,13941000000,10996000000,178734320000,112300000000,59.15789848619768
104540,코렌텍,38984000000,11376000000,27779000000,22000000,-4372000000,-61595640000,55900000000,-210.18898032200357
001380,SG충방,52514000000,46096000000,26474000000,7222000000,5184000000,42745360000,89900000000,-52.452324805339266
014940,오리엔탈정공,36607000000,105369000000,14907000000,2259000000,-1455000000,-131318510000,36700000000,-457.8161035422343
028100,동아지질,210402000000,109017000000,984000000,10170000000,26067000000,425647170000,261600000000,62.70916284403669
159580,제로투세븐,89436000000,57409000000,14230000000,4000000,-4708000000,-61464010000,235400000000,-126.11045454545456
043590,크로바하이텍,37674000000,37320000000,2462000000,17537000000,-11704000000,-151057000000,34700000000,-535.3227665706052
006120,에스케이디스커버리,1772395000000,1697158000000,789880000000,1508729000000,99995000000,1631843680000,488300000000,234.18875281589186
071970,STX중공업,321068000000,294786000000,118540000000,6716000000,-14501000000,-363893240000,114000000000,-419.2045964912281
007540,샘표,122647000000,55094000000,32789000000,9064000000,19666000000,289408540000,124800000000,131.89786858974358
153490,우리이앤엘,105209000000,63682000000,3070000000,6718000000,4563000000,87395120000,43400000000,101.37124423963132
108670,엘지하우시스,1080876000000,736764000000,856203000000,38744000000,70371000000,248925740000,503100000000,-50.52161796859471
099190,아이센스,110761000000,28210000000,40571000000,4940000000,27402000000,403185700000,326300000000,23.56288691388293
003280,흥아해운,108355000000,312494000000,418056000000,70210000000,-37596000000,-1142635060000,60600000000,-1985.536402640264
105630,한세실업,825854000000,588783000000,89289000000,66223000000,38629000000,557023630000,948000000000,-41.24223312236287
001250,지에스글로벌,800862000000,749522000000,183389000000,34943000000,56130000000,432061620000,222000000000,94.62235135135136
141020,포티스,70521000000,42861000000,1142000000,3273000000,-7461000000,-81869990000,50800000000,-261.1613976377953
109070,컨버즈,42337000000,62280000000,4268000000,14344000000,-14143000000,-216030100000,42000000000,-614.3573809523809
002990,금호산업,618878000000,639736000000,186177000000,451154000000,42256000000,620600360000,497300000000,24.79395938065554
159910,스킨앤스킨,30247000000,17307000000,2069000000,2746000000,-3986000000,-44415830000,50200000000,-188.47774900398406
107590,미원홀딩스,68377000000,48855000000,41092000000,119375000000,3613000000,131689950000,100400000000,31.165288844621514
950110,SBI핀테크솔루션즈,221573000000,205590000000,19326000000,11282000000,11454000000,100656100000,325500000000,-69.07646697388633
001470,삼부토건,276122000000,146149000000,76655000000,50574000000,-9370000000,-63112210000,104700000000,-160.27909264565426
035420,네이버,5385570000000,2619672000000,1312379000000,2247404000000,942533000000,15476907020000,17882300000000,-13.451250566202333
046970,우리로,37636000000,44719000000,1382000000,22370000000,2701000000,36859790000,73800000000,-50.05448509485095
001820,삼화콘덴서공업,138974000000,85303000000,7373000000,13740000000,81349000000,1117241830000,560300000000,99.40064786721399
026940,부국철강,0,0,0,0,0,0,66800000000,-100.0
113810,디젠스,40705000000,48511000000,7254000000,1631000000,-2092000000,-55320790000,20200000000,-373.865297029703
001020,페이퍼코리아,337698000000,421816000000,138746000000,794000000,2178000000,-315429240000,79800000000,-495.27473684210526
104700,한국철강,0,0,0,0,0,0,284100000000,-100.0
001520,동양,412194000000,122945000000,20491000000,162248000000,717000000,404888050000,436800000000,-7.305849358974359
155650,와이엠씨,134630000000,88798000000,2161000000,1213000000,22136000000,313541380000,116700000000,168.67299057412168
103590,일진전기,295304000000,370893000000,107415000000,3722000000,5232000000,-217255370000,114400000000,-289.9085402097902
000880,한화,13720522000000,14870001000000,10643231000000,2327062000000,1806148000000,10243820110000,1933900000000,429.6975081441646
149950,아바텍,0,0,0,0,0,0,106900000000,-100.0
103140,풍산,1361614000000,839769000000,449024000000,14826000000,107501000000,1273877290000,693600000000,83.66166234140715
001060,JW중외제약,373910000000,228368000000,105312000000,8905000000,21584000000,269975480000,661400000000,-59.18120955548836
121850,코이즈,14887000000,27275000000,3660000000,105000000,-7408000000,-122379150000,23800000000,-614.1981092436974
011070,LG이노텍,2233328000000,1584398000000,2053434000000,33745000000,263517000000,1674541680000,2335900000000,-28.312783937668563
000670,영풍,1375051000000,709998000000,504184000000,1805627000000,-108919000000,311973880000,1331800000000,-76.57502027331431
017180,명문제약,106971000000,123355000000,26647000000,1908000000,4937000000,-11233850000,125600000000,-108.94414808917196
001340,백광산업,0,0,0,0,0,0,128500000000,-100.0
151910,나노스,39352000000,48820000000,1790000000,0,-3247000000,-68600900000,654100000000,-110.48783060694083
100220,비상교육,117398000000,43776000000,3638000000,3093000000,10332000000,197797560000,112300000000,76.13317898486198
000180,성창기업지주,85695000000,76738000000,82544000000,16784000000,-8588000000,-193277420000,132500000000,-245.86975094339624
102260,동성코퍼레이션,333668000000,331091000000,76357000000,20241000000,7778000000,-46107990000,263100000000,-117.52489167616875
005110,한창,84459000000,66472000000,7142000000,5000000,4626000000,53098920000,103700000000,-48.7956412729026
058470,리노공업,0,0,0,0,0,0,940500000000,-100.0
097520,엠씨넥스,218821000000,257406000000,3939000000,1903000000,41112000000,431520860000,381600000000,13.081986373165618
102280,쌍방울,91443000000,144555000000,31554000000,257311000000,564000000,138225250000,142700000000,-3.135774351786966
045300,성우테크론,27150000000,20147000000,3307000000,5760000000,7192000000,99266970000,37100000000,167.56595687331537
153460,네이블커뮤니케이션즈,0,0,0,0,0,0,25500000000,-100.0
000040,KR모터스,86950000000,70634000000,14373000000,29000000,-16257000000,-234729960000,99800000000,-335.2003607214429
032640,LG유플러스,4247244000000,3832967000000,3253612000000,74297000000,730945000000,5844970070000,6025200000000,-2.991268837548961
056190,에스에프에이,958568000000,404842000000,252703000000,66041000000,234357000000,3366607920000,1346600000000,150.0080142581316
106520,디지탈옵틱,23424000000,35721000000,27466000000,23090000000,-17705000000,-262508590000,49300000000,-632.4717849898581
002240,고려제강,949368000000,690067000000,240321000000,258166000000,38019000000,582679270000,486000000000,19.892853909465018
020560,아시아나항공,1513648000000,3369266000000,3728650000000,165978000000,28233000000,-6019878240000,1318600000000,-556.5355862278174
056700,신화인터텍,76166000000,108345000000,5011000000,877000000,-2463000000,-100490950000,108200000000,-192.87518484288356
004100,태양금속공업,200979000000,236671000000,61839000000,1742000000,7168000000,-69089190000,42200000000,-263.7184597156398
137400,피엔티,236784000000,197351000000,23889000000,2840000000,3754000000,11080410000,49700000000,-77.70541247484908
101060,SBS미디어홀딩스,355739000000,96154000000,9333000000,379514000000,7122000000,696603940000,323900000000,115.06759493670886
054940,엑사이엔씨,85269000000,60323000000,4319000000,2221000000,4577000000,66228430000,53900000000,22.87278293135436
141000,비아트론,125243000000,24622000000,1198000000,7802000000,29220000000,488710620000,123000000000,297.3257073170731
002820,선창산업,279336000000,271755000000,98480000000,7983000000,-7142000000,-256713550000,62000000000,-514.0541129032258
043370,평화정공,524896000000,335851000000,28926000000,18814000000,19332000000,338651810000,180600000000,87.51484496124031
072950,빛샘전자,39838000000,6075000000,3136000000,460000000,1606000000,50685050000,39000000000,29.961666666666666
004840,DRB동일,307345000000,214421000000,53534000000,7585000000,27047000000,344518010000,118400000000,190.9780489864865
100250,진양홀딩스,155297000000,102302000000,34773000000,61944000000,9303000000,174228320000,143100000000,21.752844164919637
054620,에이피홀딩스,54505000000,20784000000,26830000000,165495000000,-3615000000,118279140000,80400000000,47.113358208955226
143240,사람인에이치알,47612000000,14755000000,107000000,39474000000,18876000000,318995850000,275200000000,15.914189680232557
002350,넥센타이어,983544000000,634950000000,1179150000000,44440000000,182441000000,1456213800000,991300000000,46.899404821950974
056360,코위버,59181000000,26252000000,3485000000,17758000000,-843000000,28377020000,90600000000,-68.67878587196468
126870,뉴로스,89878000000,85804000000,11633000000,8763000000,879000000,-11988460000,124500000000,-109.62928514056225
085310,엔케이,72180000000,75943000000,8641000000,3027000000,-23223000000,-340266370000,109200000000,-411.5992399267399
004060,SG세계물산,199641000000,95706000000,41830000000,4950000000,3938000000,91675660000,180400000000,-49.182006651884706
043260,성호전자,49141000000,50346000000,4406000000,603000000,149000000,-17626640000,36000000000,-148.9628888888889
051600,한전KPS,636129000000,270359000000,26426000000,69279000000,191519000000,2877421590000,1406300000000,104.609371400128
091590,남화토건,40978000000,10066000000,12017000000,76653000000,1184000000,108376060000,104000000000,4.20775
004000,롯데정밀화학,716359000000,228509000000,93623000000,254038000000,210714000000,3384493590000,1308100000000,158.73355171622964
038340,유씨아이,4996000000,5443000000,2966000000,524000000,289000000,-623770000,33500000000,-101.86200000000001
093230,이아이디,34615000000,5711000000,420000000,25491000000,-3446000000,6487010000,64100000000,-89.87985959438377
000020,동화약품,227887000000,60798000000,12400000000,35383000000,11226000000,321746380000,259800000000,23.84387220939184
092440,기신정기,122924000000,10616000000,1580000000,7257000000,4910000000,180209360000,116400000000,54.81903780068728
051390,와이더블유,60262000000,12839000000,24705000000,62000000,3276000000,62627490000,44400000000,41.052905405405404
104830,원익머트리얼즈,83084000000,31833000000,2295000000,37884000000,42164000000,638389630000,279900000000,128.077752768846
000210,대림산업,6366649000000,4530043000000,2253430000000,1439543000000,845358000000,10952267930000,3584400000000,205.55373088940968
044450,케이에스에스해운,44972000000,121840000000,531397000000,2573000000,47111000000,-14449300000,155800000000,-109.27426187419769
054540,삼영엠텍,63373000000,33399000000,499000000,5052000000,847000000,36106390000,43200000000,-16.42039351851852
127120,디엔에이링크,22517000000,14520000000,942000000,1035000000,-2912000000,-34850400000,52000000000,-167.01999999999998
001120,LG상사,2558403000000,2167355000000,1321180000000,535272000000,165659000000,1179871750000,626000000000,88.47791533546327
094280,효성아이티엑스,62508000000,65191000000,8451000000,21044000000,11337000000,141786710000,117900000000,20.260144189991518
053350,이니텍,151728000000,42688000000,11947000000,2739000000,8868000000,205396880000,108900000000,88.61054178145086
130580,나이스디앤비,36487000000,10651000000,810000000,14219000000,10423000000,174782110000,125700000000,39.047024661893396
002720,국제약품,54559000000,48200000000,9337000000,3717000000,3287000000,30478100000,85200000000,-64.2275821596244
033270,한국유나이티드제약,0,0,0,0,0,0,374400000000,-100.0
054630,에이디칩스,0,0,0,0,0,0,53900000000,-100.0
131090,시큐브,27302000000,5941000000,37000000,62000000,2313000000,50426010000,55500000000,-9.142324324324324
003240,태광산업,2072441000000,768529000000,229139000000,798661000000,331509000000,6059630290000,1627800000000,272.2588948273744
092200,디아이씨,328698000000,503767000000,119989000000,1302000000,22569000000,-139680730000,127600000000,-209.4676567398119
056080,유진로봇,72655000000,24706000000,10902000000,3657000000,-1529000000,13203560000,133500000000,-90.10969288389514
115480,씨유메디칼시스템,40134000000,36310000000,20096000000,11101000000,3661000000,32990400000,40000000000,-17.524
097950,CJ제일제당,5522438000000,6680408000000,5508403000000,305989000000,832710000000,2777340680000,4282900000000,-35.152801139414876
006390,한일현대시멘트,0,0,0,0,0,0,536600000000,-100.0
053950,경남제약,32593000000,22740000000,1505000000,0,-841000000,-9431900000,238500000000,-103.95467505241089
123260,파인넥스,16413000000,43375000000,1550000000,12359000000,-2820000000,-66237750000,16800000000,-494.27232142857144
028670,팬오션,692157000000,670505000000,788554000000,19954000000,203936000000,1770954350000,2298600000000,-22.955087879578876
000590,CS홀딩스,188481000000,20779000000,8887000000,2608000000,13319000000,332539790000,72500000000,358.67557241379313
053700,삼보모터스,318682000000,430208000000,80552000000,11807000000,12997000000,-132171220000,100500000000,-231.51365174129356
139670,키네마스터,12358000000,902000000,754000000,0,-3124000000,-31108780000,64800000000,-148.0073765432099
097230,한진중공업,1720906000000,2140149000000,1301657000000,149170000000,61676000000,-1372082410000,602900000000,-327.5804295903135
005390,신성통상,392349000000,372868000000,49780000000,21229000000,19384000000,140605480000,139700000000,0.6481603435934145
003670,포스코케미칼,439946000000,152696000000,36801000000,193223000000,106299000000,1813166860000,3226300000000,-43.800425874841146
121800,비덴트,60900000000,8248000000,31311000000,208054000000,1159000000,242417780000,182600000000,32.7589156626506
000990,DB하이텍,383379000000,156796000000,351346000000,30576000000,112993000000,1363149060000,666000000000,104.67703603603604
096760,JW홀딩스,643472000000,501255000000,373383000000,33020000000,33315000000,99579550000,407800000000,-75.58127758705247
054920,한컴시큐어,13502000000,31079000000,1570000000,73087000000,265000000,48451590000,58600000000,-17.318105802047782
112240,에스에프씨,66583000000,41513000000,2153000000,32718000000,-9484000000,-82540970000,79800000000,-203.43479949874688
006570,대림통상,117794000000,89108000000,3438000000,1616000000,-1050000000,-12942320000,64600000000,-120.03455108359134
096770,SK이노베이션,16752415000000,8940623000000,7816778000000,3236307000000,2117590000000,28802487330000,14887000000000,93.47408698864781
041960,코미팜,48743000000,37936000000,3981000000,7223000000,-6214000000,-79598640000,1263000000000,-106.30234679334917
138070,신진에스엠,47319000000,21025000000,16159000000,3213000000,4079000000,61501450000,54700000000,12.434095063985374
000220,유유제약,68870000000,27788000000,20566000000,3927000000,5327000000,87233580000,73900000000,18.042733423545332
053160,프리엠스,38637000000,2258000000,927000000,546000000,1477000000,54987280000,37000000000,48.61427027027027
123570,이엠넷,64470000000,25845000000,5161000000,1623000000,5544000000,101327150000,69500000000,45.79446043165468
001780,알루코,260667000000,384136000000,79455000000,7960000000,12083000000,-145659540000,195300000000,-174.58245775729645
000860,강남제비스코,187925000000,60379000000,47944000000,185193000000,1697000000,269855190000,162500000000,66.06473230769231
052400,코나아이,109025000000,58048000000,107000000,10323000000,-31867000000,-379472020000,253600000000,-249.63407728706625
122870,와이지엔터테인먼트,232692000000,62690000000,82190000000,166099000000,9484000000,361868100000,529600000000,-31.671431268882177
095720,웅진씽크빅,470466000000,321758000000,12531000000,6796000000,33995000000,501796680000,347500000000,44.401922302158276
136510,쎄미시스코,23949000000,8375000000,1825000000,457000000,-669000000,2879550000,49400000000,-94.17095141700405
054180,중앙오션,0,0,0,0,0,0,79600000000,-100.0
090370,메타랩스,0,0,0,0,0,0,119000000000,-100.0
089530,에이티세미콘,16774000000,50207000000,13317000000,405000000,6804000000,29588170000,43700000000,-32.2925171624714
