종목코드,회사명,기업가치
084010,대한제강,122117400000.0
003030,세아제강지주,1120713210000.0
049430,코메론,252011310000.0
048530,인트론바이오테크놀로지,90160370000.0
075180,새론오토모티브,241336290000.0
001440,대한전선,369613980000.0
044480,바이오제네틱스,9165350000.0
119860,다나와,324767230000.0
001790,대한제당,153554570000.0
046390,삼화네트웍스,-32341400000.0
131370,알서포트,115972780000.0
000070,삼양홀딩스,1919266980000.0
064290,인텍플러스,-109043950000.0
014620,성광벤드,-21827780000.0
002420,세기상사,0.0
084690,대상홀딩스,1163700430000.0
048430,유라테크,59230350000.0
131290,티에스이,259031210000.0
071950,코아스,-14393820000.0
131400,액트,22333250000.0
000240,한국타이어월드와이드,5769369230000.0
049480,오픈베이스,-11172680000.0
084680,이월드,0.0
000950,전방,-337394620000.0
084670,동양고속,-23830420000.0
042510,라온시큐어,65165450000.0
003490,대한항공,-12149388270000.0
001530,동일방직,412704670000.0
042700,한미반도체,843975510000.0
096690,제이스테판,-54568210000.0
039830,오로라월드,114944100000.0
000100,유한양행,1705502320000.0
033830,티비씨,112434080000.0
036190,금화피에스시,706623710000.0
004890,동일산업,489106440000.0
000120,씨제이대한통운,31049330000.0
033170,시그네틱스,-95649740000.0
046070,코다코,-469418740000.0
122800,썬테크놀로지스,-87562750000.0
041830,인바디,362393680000.0
010960,삼호개발,442324810000.0
000050,경방,44777920000.0
041460,한국전자인증,73497330000.0
073240,금호타이어,-2905550790000.0
000700,유수홀딩스,448569220000.0
045520,크린앤사이언스,106756480000.0
079160,씨제이씨지브이,-351135920000.0
003480,한진중공업홀딩스,-921376330000.0
126600,코프라,127307040000.0
022100,포스코아이씨티,595118200000.0
081000,일진다이아몬드,229245900000.0
033600,럭슬,0.0
123420,선데이토즈,241180420000.0
014830,유니드,1000252720000.0
125210,아모그린텍,0.0
111870,삼본정밀전자,69502130000.0
044180,KD건설,-146012630000.0
041650,상신브레이크,201685090000.0
079660,사조해표,183459570000.0
058400,케이엔엔,169600910000.0
099750,이지케어텍,79385200000.0
023810,인팩,-34726810000.0
069140,누리플랜,-38225990000.0
010470,오리콤,125427370000.0
078930,GS,26008801060000.0
119830,아이텍반도체,12162040000.0
044340,위닉스,253590690000.0
077500,유니퀘스트,150662940000.0
101930,인화정공,-48473230000.0
058730,다스텍,294871490000.0
078650,코렌,31526520000.0
042940,상지카일룸,31850200000.0
034220,LG디스플레이,-11011623770000.0
278280,천보,397615550000.0
078000,텔코웨어,153711480000.0
068940,아이씨케이,-27723550000.0
048830,엔피케이,-4244450000.0
246960,이노테라피,-27975770000.0
000250,삼천당제약,313581490000.0
077970,STX엔진,182215960000.0
123840,한일진공,90323380000.0
104620,노랑풍선,22904230000.0
034310,NICE홀딩스,1651885180000.0
044780,에이치케이,22793080000.0
117670,알파홀딩스,-85936190000.0
053580,웹케시,84660130000.0
045510,정원엔시스,38295160000.0
019680,대교,513209060000.0
068240,다원시스,107362020000.0
045100,한양이엔지,1428833680000.0
096530,씨젠,204841810000.0
040160,누리텔레콤,225769200000.0
074610,나노메딕스,-162817470000.0
025750,한솔홈데코,40901650000.0
122990,와이솔,703999590000.0
043650,국순당,90719730000.0
126700,하이비젼시스템,323479310000.0
037950,엘컴텍,23603810000.0
007660,이수페타시스,-26210110000.0
039030,이오테크닉스,425603160000.0
035250,강원랜드,7597901880000.0
038540,상상인,1529464910000.0
123410,코리아에프티,-3957870000.0
037270,와이지플러스,59808280000.0
123040,엠에스오토텍,-30558090000.0
039860,나노엔텍,52444870000.0
067920,이글루시큐리티,76606620000.0
046210,파나진,0.0
270870,뉴트리,168888100000.0
119610,인터로조,288498170000.0
072710,농심홀딩스,1161977220000.0
045060,오공,104699980000.0
302430,이노메트리,127480630000.0
043100,솔고바이오메디칼,-152852480000.0
114120,크루셜텍,-382331180000.0
072130,유엔젤,60008240000.0
026180,현대정보기술,-94635110000.0
034120,SBS,194470530000.0
042370,비츠로테크,156099730000.0
123750,알톤스포츠,-12252580000.0
036570,엔씨소프트,10006869240000.0
045970,코아시아,21664820000.0
128540,에코캡,59464480000.0
089850,유비벨록스,46378040000.0
040420,정상제이엘에스,136663560000.0
071090,하이스틸,-106486600000.0
299910,베스파,454451830000.0
069730,DSR제강,0.0
111820,지와이커머스,11045070000.0
041140,넥슨지티,-322611110000.0
006890,태경화학,91381510000.0
046120,오르비텍,49287860000.0
043610,지니뮤직,143357710000.0
036890,진성티이씨,373518840000.0
069960,현대백화점,4105366830000.0
069460,대호에이엘,0.0
117730,티로보틱스,82907690000.0
108320,실리콘웍스,1049748140000.0
039010,현대통신,317550890000.0
069620,대웅제약,154544510000.0
079970,투비소프트,-119064810000.0
027740,마니커,-60984750000.0
043200,파루,-343961590000.0
071200,인피니트헬스케어,84866980000.0
036530,S&T홀딩스,1421329230000.0
042110,에스씨디,124597490000.0
263690,디알젬,66877330000.0
100030,모바일리더,72036700000.0
069260,휴켐스,2249425960000.0
039740,한국정보공학,-2018400000.0
122690,서진오토모티브,-719484190000.0
033530,세종공업,-133505330000.0
039840,디오,107073680000.0
900110,이스트아시아홀딩스인베스트먼트리미티드,261010290000.0
058430,포스코강판,196580150000.0
042420,네오위즈홀딩스,580522690000.0
900100,뉴프라이드코퍼레이션,-63467080000.0
068290,삼성출판사,43375740000.0
263020,디케이앤디,68193370000.0
039560,다산네트웍스,171940840000.0
067830,세이브존아이앤씨,411754530000.0
227100,디자인,19019670000.0
038460,바이오스마트,156867410000.0
115450,지트리비앤티,-23109040000.0
039230,에이아이비트,44719880000.0
194700,노바렉스,184008640000.0
009240,한샘,764355450000.0
032820,우리기술,-67968220000.0
001540,안국약품,280503080000.0
122350,삼기오토모티브,-149159840000.0
115610,이미지스테크놀로지,-82841450000.0
038530,골드퍼시픽,-7480880000.0
285490,노바텍,116263700000.0
017370,우신시스템,-87787830000.0
115310,인포바인,220087120000.0
039310,세중,67109210000.0
106080,지투하이소닉,-102786670000.0
066570,LG전자,27987119890000.0
101330,모베이스,352928690000.0
036640,에이치알에스,76049560000.0
024720,한국콜마홀딩스,1412936040000.0
108490,로보티즈,56675450000.0
031330,에스에이엠티,591261000000.0
064960,S&T모티브,981343820000.0
115570,스타플렉스,-45439710000.0
030190,NICE평가정보,727188590000.0
038620,위즈코프,21060400000.0
050860,아세아텍,0.0
020760,일진디스플레이,0.0
290720,푸드나무,126376280000.0
114630,우노앤컴퍼니,55896450000.0
033180,필룩스,32685080000.0
039020,이건홀딩스,-139471380000.0
110790,크리스에프앤씨,684086420000.0
080530,코디,-89953080000.0
038950,파인디지털,79995740000.0
900070,글로벌에스엠테크리미티드,44632470000.0
219750,지티지웰니스,-32447680000.0
036800,나이스정보통신,498230650000.0
021240,웅진코웨이,6118170200000.0
040610,에스지엔지,56072290000.0
257370,명성티엔에스,37846310000.0
058650,세아홀딩스,1146192780000.0
038880,아이에이,-48175300000.0
197140,디지캡,0.0
051900,LG생활건강,13499788930000.0
038680,에스넷시스템,157289360000.0
104460,동양피엔에프,162321500000.0
290740,액트로,251535140000.0
051910,LG화학,28653712140000.0
041510,에스엠엔터테인먼트,750292030000.0
096640,멜파스,0.0
047040,대우건설,6073071080000.0
112040,위메이드엔터테인먼트,-322648060000.0
047050,포스코인터내셔널,4087700410000.0
010280,쌍용정보통신,70403210000.0
042660,대우조선해양,11819648430000.0
108860,셀바스에이아이,-211475020000.0
037760,쎄니트,54530360000.0
900080,에스앤씨엔진그룹리미티드,534966970000.0
042670,두산인프라코어,7570541640000.0
110990,디아이티,157261940000.0
088290,이원컴포텍,-7275760000.0
038110,에코플라스틱,-467877710000.0
049770,동원F&B,933446780000.0
114190,웰크론강원,23158980000.0
036420,제이콘텐트리,341395150000.0
290270,휴네시온,26667010000.0
034020,두산중공업,1475868910000.0
032500,케이엠더블유,-405178890000.0
115160,휴맥스,-539481050000.0
080720,한국유니온제약,132917120000.0
016450,한세예스24홀딩스,604925900000.0
109960,에이프로젠헬스케어앤게임즈,175457700000.0
204020,엠코르셋,169768920000.0
099410,동방선기,0.0
016710,대성홀딩스,183844880000.0
101000,디엠씨,0.0
038290,마크로젠,83699590000.0
109820,진매트릭스,-36987830000.0
003220,대원제약,412364540000.0
175250,아이큐어,-79003290000.0
036460,한국가스공사,-5451202270000.0
082920,비츠로셀,282026520000.0
037440,희림종합건축사사무소,97438750000.0
038390,레드캡투어,108659250000.0
042520,한스바이오메드,148110610000.0
007120,미래아이앤지,25616460000.0
245620,이원다이애그노믹스,-68068280000.0
104200,엔에이치엔벅스,118513540000.0
028150,GS홈쇼핑,2540368270000.0
052860,아이앤씨테크놀로지,23000100000.0
000850,화천기공,329243040000.0
036830,솔브레인,2420624820000.0
037030,파워넷,64628650000.0
105330,케이엔더블유,16840190000.0
036580,팜스코,36171140000.0
016790,현대사료,0.0
033780,케이티앤지,21161256780000.0
036810,에프에스티,279020790000.0
109740,디에스케이,351765270000.0
258830,세종메디칼,70327750000.0
009540,현대중공업,-8451690370000.0
095700,제넥신,0.0
036690,코맥스,96037150000.0
122310,제노레이,173026070000.0
024090,디씨엠,188640870000.0
037370,EG,-137830460000.0
108230,톱텍,336491720000.0
036620,버추얼텍,-17630730000.0
100130,동국에스엔씨,-1930100000.0
006840,AK홀딩스,2791600700000.0
037350,성도이엔지,352359950000.0
950170,제이티씨,0.0
006650,대한유화,4492072510000.0
038010,제일테크노스,77652800000.0
253590,네오셈,79963050000.0
063080,게임빌,-53947300000.0
001810,무림에스피,107231970000.0
263700,케어랩스,71002470000.0
035150,백산,276389940000.0
036630,세종텔레콤,160542820000.0
109860,동일금속,145632320000.0
035000,지투알,353403100000.0
036710,심텍홀딩스,-108664640000.0
102120,어보브반도체,151472750000.0
064510,에코마이스터,-170091570000.0
033250,체시스,-53882270000.0
101730,조이맥스,-169874160000.0
033240,자화전자,26796870000.0
016250,이테크건설,539321730000.0
183490,엔지켐생명과학,-149395590000.0
030200,케이티,9360222440000.0
102710,이엔에프테크놀로지,508510430000.0
036030,케이티하이텔,0.0
006620,동구바이오제약,0.0
019490,하이트론씨스템즈,-7246100000.0
099440,스맥,-8671840000.0
154030,농업회사법인아시아종묘,-19864750000.0
035890,서희건설,1092657290000.0
030000,제일기획,2630682210000.0
102210,해덕파워웨이,-57978200000.0
036930,주성엔지니어링,521382590000.0
026890,디피씨,290463220000.0
032190,다우데이타,643398020000.0
042000,카페24,278908980000.0
029460,케이씨,1314874380000.0
099220,SDN,61189700000.0
005290,동진쎄미켐,766461750000.0
024890,대원화성,81069140000.0
219420,링크제니시스,56926140000.0
003100,선광,71261870000.0
017940,E1,-437821610000.0
010240,흥국,160691700000.0
018670,SK가스,1199341350000.0
036170,씨티젠,56991150000.0
101170,우림기계,0.0
023590,다우기술,393243190000.0
255220,에스지이,143768680000.0
036180,영인프런티어,0.0
014440,영보화학,128376560000.0
081150,티플랙스,0.0
026040,제이에스티나,7970650000.0
011790,SKC,1729328830000.0
269620,시스웍,93233880000.0
098660,에스티오,12275540000.0
010600,웰바이오텍,-60061720000.0
037460,삼지전자,541895400000.0
037400,우리조명,-399670940000.0
071670,에이테크솔루션,-28599620000.0
024900,덕양산업,-173361280000.0
036490,SK머티리얼즈,1564864090000.0
260930,씨티케이코스메틱스,201578420000.0
015350,부산도시가스,0.0
101490,에스앤에스텍,0.0
241770,메카로,543210510000.0
023960,에쓰씨엔지니어링,0.0
234300,에스트래픽,-143273500000.0
100120,뷰웍스,387479960000.0
033640,네패스,236860690000.0
023800,인지컨트롤스,88510390000.0
012320,경동인베스트,689704840000.0
037330,인지디스플레이,320780410000.0
066360,체리부로,-123059680000.0
101400,엔시트론,-139287000000.0
025530,에스제이엠홀딩스,160765370000.0
036090,위지트,101766320000.0
007680,대원,581803340000.0
106240,파인테크닉스,-266014080000.0
031820,콤텍시스템,0.0
000660,에스케이하이닉스,281418799920000.0
036200,유니셈,409178830000.0
104040,대성파인텍,-2841150000.0
023150,MH에탄올,-332658800000.0
253450,스튜디오드래곤,637396990000.0
078070,유비쿼스홀딩스,406927770000.0
024800,유성티엔에스,64830530000.0
005320,국동,66329010000.0
036260,이매진아시아,-31593530000.0
086900,메디톡스,1100892860000.0
148140,비디아이,62719100000.0
027050,코리아나화장품,15365140000.0
058630,엠게임,56465180000.0
036120,에스씨아이평가정보,29746370000.0
028050,삼성엔지니어링,1229640970000.0
265560,영화테크,65962630000.0
035290,더블유에프엠,-77853970000.0
067630,에이치엘비생명과학,-25331210000.0
029530,신도리코,1005320680000.0
234100,세원,0.0
027040,서울전자통신,-11683860000.0
092130,이크레더블,242501120000.0
015360,예스코홀딩스,-1573830000.0
100700,세운메디칼,228827130000.0
016800,퍼시스,0.0
263810,상신전자,59347720000.0
098120,마이크로컨텍솔루션,-33536780000.0
024070,WISCOM,62387370000.0
255440,야스,659725790000.0
083470,케이제이프리텍,0.0
277410,인산가,59846130000.0
030720,동원수산,79024530000.0
100090,삼강엠앤티,-769736170000.0
263920,에스엔피월드,-956660000.0
025560,미래산업,-129998640000.0
101390,아이엠,-108810750000.0
243840,신흥에스이씨,81133060000.0
076080,웰크론한텍,55408200000.0
179900,유티아이,128613200000.0
101670,코리아에스이,-22017090000.0
012630,HDC,2040787450000.0
171090,선익시스템,153989930000.0
094840,슈프리마에이치큐,218692250000.0
017900,광전자,142648330000.0
063170,서울옥션,111801770000.0
025540,한국단자공업,877436650000.0
036000,예림당,685281660000.0
047560,이스트소프트,-2804620000.0
003160,디아이,310142480000.0
263750,펄어비스,2259732370000.0
035760,씨제이이엔엠,2676494990000.0
096240,청담러닝,172021940000.0
011930,신성이엔지,-216816500000.0
256940,케이피에스,125476170000.0
035810,이지바이오,780923590000.0
101160,월덱스,289286940000.0
263600,덕우전자,39153450000.0
019180,티에이치엔,69470160000.0
035460,기산텔레콤,-20201730000.0
099320,쎄트렉아이,80148050000.0
035480,마제스타,0.0
258610,이더블유케이,25803940000.0
018880,한온시스템,4963995320000.0
035620,바른손이앤에이,-262264890000.0
098460,고영테크놀러지,776625020000.0
021820,세원정공,35377730000.0
140670,알에스오토메이션,24038620000.0
035610,솔본,323947910000.0
900310,컬러레이홀딩스,470190010000.0
020710,시공테크,-12430380000.0
067000,조이시티,-63664000000.0
006740,영풍제지,0.0
018620,우진비앤지,-86471960000.0
118990,모트렉스,-84820260000.0
000910,유니온,-18551170000.0
034940,조아제약,34731380000.0
095610,테스,919343980000.0
020120,키다리스튜디오,0.0
033230,인성정보,29846810000.0
263860,지니언스,51378350000.0
053280,예스이십사,-60702350000.0
020000,한섬,1689504570000.0
035080,인터파크홀딩스,186748560000.0
263720,디앤씨미디어,109029910000.0
017800,현대엘리베이터,1351846080000.0
059210,메타바이오메드,-42941920000.0
091990,셀트리온헬스케어,806835850000.0
005160,동국산업,282957670000.0
097870,효성오앤비,86672240000.0
181340,이즈미디어,64593860000.0
005990,매일홀딩스,937423320000.0
013580,계룡건설산업,1688143750000.0
091440,텔레필드,-141132020000.0
031390,녹십자셀,42013960000.0
011160,두산건설,-2202748910000.0
096040,이트론,0.0
033430,디에스티,2787780000.0
021050,서원,134271490000.0
251630,브이원텍,273357190000.0
097780,에스맥,295283500000.0
025770,한국정보통신,552496790000.0
012750,에스원,2814153010000.0
033540,파라텍,33473110000.0
096630,에스코넥,241789700000.0
015890,태경산업,236618150000.0
033500,동성화인텍,-194321810000.0
068330,일신바이오베이스,60187890000.0
003380,하림지주,1646219080000.0
030350,드래곤플라이,0.0
093920,서원인텍,161464100000.0
016590,신대양제지,1475887290000.0
011690,유양디앤유,-187814890000.0
033310,디케이디앤아이,54535730000.0
096350,대창솔루션,-182036170000.0
250000,보라티알,102044980000.0
025860,남해화학,0.0
033160,엠케이전자,2042646880000.0
018500,동원금속,-417279020000.0
033320,제이씨현시스템,236137350000.0
069920,아이에스이커머스,0.0
011300,성안,-235212080000.0
009520,포스코엠텍,0.0
267980,매일유업,1015121580000.0
096610,알에프세미,-952000000.0
013810,스페코,-52000580000.0
012610,경인양행,275545340000.0
033340,좋은사람들,96574780000.0
161580,필옵틱스,-421447750000.0
033200,모아텍,69667890000.0
094820,일진파워,273012700000.0
033290,코웰패션,990185280000.0
017810,풀무원,112517350000.0
086670,비엠티,119931370000.0
015710,코콤,261644050000.0
011200,현대상선,-8765923670000.0
094190,이엘케이,-288931300000.0
017390,서울도시가스,251602500000.0
095190,이엠코리아,-79149650000.0
033050,제이엠아이,-106642530000.0
251370,와이엠티,194774960000.0
092300,현우산업,21156960000.0
033110,코너스톤네트웍스,-52702040000.0
011090,에넥스,2740500000.0
033130,디지틀조선일보,134207260000.0
095910,에스에너지,-8947200000.0
007460,에이프로젠케이아이씨,148862370000.0
025620,제이준코스메틱,134259710000.0
032980,바이온,-6937960000.0
017960,한국카본,255522100000.0
063760,이엘피,248976110000.0
081580,성우전자,132461730000.0
019210,와이지-원,424779750000.0
025000,KPX케미칼,575453130000.0
073110,엘엠에스,166329900000.0
026150,특수건설,53044240000.0
094970,제이엠티,197872570000.0
178320,서진시스템,373661570000.0
010580,지코,0.0
031310,아이즈비전,228678200000.0
183300,코미코,512041880000.0
007980,태평양물산,223628820000.0
032960,동일기연,22241690000.0
080520,오디텍,115682920000.0
246720,아스타,-41127120000.0
009440,케이씨그린홀딩스,77863080000.0
032680,소프트센,0.0
008420,문배철강,0.0
217480,에스디생명공학,192968350000.0
032940,원익,57697530000.0
095340,아이에스시,222927340000.0
016880,웅진,-1182009750000.0
008290,원풍물산,0.0
002800,신신제약,23116130000.0
007310,오뚜기,2075664650000.0
032750,삼진,39077060000.0
085910,네오티스,51919250000.0
083500,에프엔에스테크,0.0
095500,미래나노텍,102408450000.0
087260,모바일어플라이언스,47002480000.0
008500,일정실업,-102832780000.0
032860,지엠알머티리얼즈,-77215620000.0
027580,상보,5314060000.0
032850,비트컴퓨터,-21682560000.0
086040,바이오톡스텍,16879770000.0
014790,한라,257085340000.0
140070,서플러스글로벌,432700200000.0
032790,엠젠플러스,-85990720000.0
090740,연이정보통신,51750650000.0
010120,LS산전,3055480230000.0
032800,판타지오,15830970000.0
057540,옴니시스템,42978370000.0
195440,퓨전데이타,0.0
009190,대양금속,0.0
032620,유비케어,188438100000.0
094940,푸른기술,20688700000.0
000760,이화산업,-66998860000.0
032580,피델릭스,0.0
095270,웨이브일렉트로닉스,-138391660000.0
014820,동원시스템즈,818471270000.0
093190,빅솔론,295366900000.0
204990,현성바이탈,-289770600000.0
010140,삼성중공업,-7358351110000.0
032540,티제이미디어,-12808680000.0
091340,에스엔케이폴리텍,124251920000.0
009680,모토닉,392533100000.0
028080,휴맥스홀딩스,0.0
203450,유니온커뮤니티,55954810000.0
072770,네오디안테크놀로지,0.0
215600,신라젠,-695649920000.0
010690,화신,-513444390000.0
094480,갤럭시아커뮤니케이션즈,113033060000.0
012340,뉴인텍,-52866670000.0
000390,삼화페인트공업,72315890000.0
241790,오션브릿지,236451630000.0
031510,오스템,-1048940000.0
009450,경동나비엔,457111220000.0
086520,에코프로,615596920000.0
220100,퓨쳐켐,-104950080000.0
030270,에스마크,-137123940000.0
012030,디비아이엔씨,3712070000.0
065150,엠피그룹,427350000.0
144960,뉴파워프라즈마,219629210000.0
031860,엔에스엔,-44179970000.0
078340,컴투스,2741833450000.0
156100,엘앤케이바이오메드,-115679350000.0
005090,삼광글라스,-542232080000.0
031980,피에스케이,1085841890000.0
176440,에이치엔티일렉트로닉스,100046310000.0
095660,네오위즈,404594280000.0
011560,세보엠이씨,460621980000.0
220180,핸디소프트,-55641720000.0
024740,한일단조공업,-58006190000.0
005750,대림비앤코,56057690000.0
092600,앤씨앤,-202734240000.0
005880,대한해운,6782240000.0
237880,클리오,48317420000.0
069410,엔텔스,47730710000.0
093380,풍강,8355450000.0
238120,로고스바이오시스템스,-6750490000.0
005870,휴니드테크놀러지스,0.0
030530,원익홀딩스,1480154430000.0
017550,수산중공업,1181720000.0
030520,한글과컴퓨터,450350790000.0
216050,인크로스,187388400000.0
086450,동국제약,885651770000.0
011170,롯데케미칼,28691134900000.0
064820,케이프,-318790000.0
239610,에이치엘사이언스,0.0
091580,상신이디피,162500760000.0
021040,대호피앤씨,0.0
241710,코스메카코리아,88936490000.0
001430,세아베스틸,182200850000.0
092460,한라아이엠에스,22575120000.0
029480,바른테크놀로지,-21038440000.0
008770,호텔신라,2259018930000.0
073540,에프알텍,-48919810000.0
028040,미래SCI,-57258220000.0
189300,인텔리안테크놀로지스,159597730000.0
014580,백광소재,139055760000.0
091120,이엠텍,335696020000.0
028300,에이치엘비,-336146720000.0
072990,에이치시티,53009410000.0
013520,화승알앤에이,168476840000.0
027710,팜스토리,86759670000.0
950140,잉글우드랩,-1333070000.0
094860,코닉글로리,0.0
004080,신흥,16152550000.0
023600,삼보판지,663108920000.0
238090,앤디포스,134058840000.0
006060,화승인더스트리,462138870000.0
093520,매커스,205821220000.0
201490,미투온,378019600000.0
014530,극동유화,260280620000.0
048260,오스템임플란트,115359330000.0
003800,에이스침대,0.0
002140,고려산업,64620110000.0
241690,유니테크노,76606260000.0
014190,원익큐브,-33545690000.0
091970,나노캠텍,83408580000.0
016090,대현,0.0
250060,모비스,4926960000.0
001620,동국실업,-403644650000.0
092730,네오팜,298067340000.0
012700,리드코프,648155440000.0
017040,광명전기,75673160000.0
090460,비에이치,1121218860000.0
242040,나무기술,-48287200000.0
018000,유니슨,-118949390000.0
011390,부산산업,49843130000.0
039200,오스코텍,116384020000.0
234920,자이글,-66062660000.0
011810,STX,-386858820000.0
025980,아난티,-246356190000.0
089010,켐트로닉스,45760640000.0
900270,헝셩그룹유한회사,625940430000.0
010130,고려아연,13460204100000.0
090470,제이스텍,129343480000.0
017250,인터엠,45894230000.0
038160,팍스넷,22664140000.0
088130,동아엘텍,448271130000.0
012600,청호컴넷,-98462460000.0
015750,성우하이텍,57422300000.0
084110,휴온스글로벌,1014262200000.0
020180,대신정보통신,0.0
073560,우리손에프앤지농업회사법인,194988370000.0
004720,우리들제약,99958080000.0
006730,서부티엔디,0.0
009200,무림페이퍼,929580490000.0
091700,파트론,439428270000.0
025900,동화기업,864568020000.0
174880,장원테크,152728660000.0
025870,신라에스지,-7929290000.0
086390,유니테스트,1032659900000.0
008870,금비,177700320000.0
090710,디에스티로봇,-97558910000.0
025880,케이씨피드,701060000.0
071460,대유위니아,-159190170000.0
008110,대동전자,61810090000.0
060540,에스에이티,97203900000.0
002680,한탑,-34632730000.0
142760,바이오리더스,-118880130000.0
005820,원림,79605420000.0
066310,큐에스아이,18829570000.0
008490,서흥,375479200000.0
900260,로스웰인터내셔널,351546770000.0
025550,한국선재,29688920000.0
067280,멀티캠퍼스,324715130000.0
014910,성문전자,21120140000.0
025440,대성엘텍,-45807260000.0
086250,화신테크,0.0
237690,에스티팜,-56556460000.0
003580,넥스트사이언스,-33594930000.0
080470,성창오토텍,-13718430000.0
025320,시노펙스,6731580000.0
015860,일진홀딩스,-5095170000.0
014160,대영포장,0.0
243070,휴온스,677081450000.0
024950,삼천리자전거,-236721910000.0
240810,원익아이피에스,1569755070000.0
089790,제이티,0.0
012280,영화금속,0.0
014100,보령메디앙스,43139710000.0
228850,레이언스,405959850000.0
090150,광진윈텍,-54399040000.0
019170,신풍제약,114948010000.0
088390,이녹스,163044180000.0
002210,동성제약,0.0
225330,씨엠에스에듀,47930480000.0
024840,갑을메탈,73410950000.0
089230,더이앤엠,34628750000.0
012170,키위미디어그룹,-154353230000.0
024910,경창산업,-154985060000.0
043150,바텍,632630140000.0
009420,한올바이오파마,155644750000.0
004780,대륙제관,0.0
086960,한컴MDS,203025800000.0
011330,유니켐,175291040000.0
230980,솔트웍스,2367370000.0
038060,루멘스,-253044510000.0
012800,대창,110542840000.0
024810,이화전기공업,0.0
083660,씨에스에이코스믹,11424250000.0
001140,국보,-92283030000.0
236200,슈프리마,250905310000.0
062860,티엘아이,-221335060000.0
013360,일성건설,103820390000.0
226350,아이엠텍,-84490760000.0
024880,케이피에프,177988500000.0
013700,까뮤이앤씨,0.0
142210,유니트론텍,94033810000.0
024120,KB오토시스,200502180000.0
063570,한국전자금융,282679670000.0
017000,신원종합개발,197605980000.0
007610,선도전기,44247390000.0
221610,한솔씨앤피,-96423870000.0
086980,쇼박스,166791690000.0
068050,팬엔터테인먼트,-20883810000.0
004920,씨아이테크,-27045700000.0
109610,에스와이,35464740000.0
009290,광동제약,557656130000.0
023890,아트라스비엑스,1000062360000.0
085370,루트로닉,-118229220000.0
224060,코디엠,-106291770000.0
039290,인포뱅크,50695110000.0
023900,풍국주정공업,214734710000.0
232140,와이아이케이,492157100000.0
011420,갤럭시아에스엠,-117849700000.0
078860,아이오케이컴퍼니,-16331790000.0
004270,남성,-42419560000.0
017650,대림제지,128787330000.0
191410,육일씨엔에쓰,3913830000.0
001940,KISCO홀딩스,1632274040000.0
010170,대한광통신,264841690000.0
223310,이에스브이,-151646840000.0
054950,제이브이엠,193601030000.0
009410,태영건설,5447979910000.0
145020,휴젤,1382003450000.0
084730,팅크웨어,155676300000.0
222980,한국맥널티,8993120000.0
023770,플레이위드,0.0
206560,덱스터스튜디어,69011880000.0
086060,진바이오텍,104787600000.0
009180,한솔로지스틱스,58603310000.0
022220,정산애강,158804380000.0
013310,아진산업,-192120330000.0
005860,한일사료,-2375170000.0
002170,삼양통상,640052480000.0
088800,에이스테크놀로지,5674130000.0
012860,서연전자,-263517850000.0
217730,강스템바이오텍,-134894440000.0
068760,셀트리온제약,24541840000.0
017670,SK텔레콤,15429898470000.0
047920,씨트리,-79076760000.0
083450,글로벌스탠다드테크놀로지,170622210000.0
010640,진양폴리우레탄,0.0
133750,메가엠디,12357380000.0
019990,에너토크,46831310000.0
023410,유진기업,1380487490000.0
079370,제우스,581790880000.0
004380,삼익THK,0.0
046110,한일네트웍스,108642350000.0
140860,파크시스템스,106508460000.0
006910,보성파워텍,1394560000.0
085670,뉴프렉스,105853920000.0
230240,에치에프알,81923080000.0
002840,미원상사,466591460000.0
018290,지엠피,193437160000.0
084370,유진테크,648273970000.0
122640,예스티,-18565110000.0
007860,서연,-722668950000.0
023160,태광,349138330000.0
083790,크리스탈지노믹스,168986980000.0
222040,코스맥스엔비티,137971950000.0
013000,세우글로벌,29528960000.0
007530,영신금속공업,-21904930000.0
058110,멕아이씨에스,-37258500000.0
064550,바이오니아,-160235170000.0
012330,현대모비스,45902794060000.0
217820,엔에스,34663620000.0
084990,바이로메드,-276389220000.0
012620,원일특강,141791300000.0
015540,메디파트너생명공학,-119445340000.0
213090,미래테크놀로지,89855520000.0
083640,인콘,18270000.0
001390,KG케미칼,656117290000.0
018700,바른손,-24371480000.0
085660,차바이오텍,312598480000.0
009320,대우전자부품,0.0
014470,부방,83590130000.0
078140,대봉엘에스,156097870000.0
007720,대명코퍼레이션,-58843970000.0
067900,와이엔텍,117139560000.0
005440,현대그린푸드,2965580650000.0
083550,케이엠,94676840000.0
015760,한국전력공사,-96152284870000.0
006580,대양제지공업,526018730000.0
084180,수성,-75002780000.0
007690,국도화학,980545910000.0
050540,한국코퍼레이션,-117398190000.0
011320,유니크,-45594710000.0
006280,녹십자,1002901520000.0
080420,모다이노칩,461277390000.0
018120,진로발효,290121120000.0
009160,SIMPAC,142244790000.0
083650,비에이치아이,-513605230000.0
009620,삼보산업,-104651670000.0
008600,윌비스,31084360000.0
079190,이엠따블유,17914260000.0
005670,푸드웰,66265050000.0
015230,대창단조,292112780000.0
045890,금빛,-243301300000.0
007160,사조산업,548357410000.0
082800,루미마이크로,0.0
014130,한익스프레스,45352120000.0
008040,사조동아원,159622790000.0
019010,그랜드백화점,-190196570000.0
043910,자연과환경,9982760000.0
009140,경인전자,21305170000.0
009780,엠에스씨,165944470000.0
041020,인프라웨어,28695140000.0
009580,무림피앤피,1034594860000.0
078590,두올산업,17082560000.0
